source,target,relationship,edge_type,metadata
17f69bf253bl0i1uuma3733w2zwodm,wiki_stormveil_castle,mentions,mention,{}
17f695140e9l0i1uuu2pjzqqsbskl,17f69bfa759l0i1uwfa0yrdvzcov1i,mentions,mention,{}
17f695140e9l0i1uuu2pjzqqsbskl,wiki_consecrated_snowfield,mentions,mention,{}
17f69b5bcb4l0i1uvn888e99evsdgh,17f69afd8dcl0i1p9y9s33uzxd9fek,mentions,mention,{}
17f69b5bcb4l0i1uvn888e99evsdgh,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
17f69b5bcb4l0i1uvn888e99evsdgh,17f6967952el0i2mrhy8fpgqo0f4hr,mentions,mention,{}
17f69cbe6cbl0i1uvgek1x2hoimz99,17f699b601fl0i2m8statevuowxrrb,mentions,mention,{}
17f69cbe6cbl0i1uvgek1x2hoimz99,wiki_golem,mentions,mention,{}
17f698b6791l0i1uvgjwlxwarfpe7a,17f6965c8c7l0i1p4ca48460ednlrf,mentions,mention,{}
17f698b6791l0i1uvgjwlxwarfpe7a,17f69b45618l0i1uuc1z6qlw7hnnq,mentions,mention,{}
17f698b6791l0i1uvgjwlxwarfpe7a,17f69814439l0i1uuifby3b0bn9gs,mentions,mention,{}
17f69644c82l0i1uw7sqlk2v4b6bfg,wiki_locations,mentions,mention,{}
17f69644c82l0i1uw7sqlk2v4b6bfg,wiki_stats,mentions,mention,{}
17f699223e7l0i1uwcol7wflmcgajb,wiki_deeproot_depths,mentions,mention,{}
17f69a078e0l0i1uwdp4xqjq6cpbxl,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f69a078e0l0i1uwdp4xqjq6cpbxl,17f697e343bl0i1uznxx67p026exqf,mentions,mention,{}
17f69a078e0l0i1uwdp4xqjq6cpbxl,17f693478b3l0i0p8awadxwww5fst8,mentions,mention,{}
17f69a078e0l0i1uwdp4xqjq6cpbxl,wiki_bosses,mentions,mention,{}
17f69a078e0l0i1uwdp4xqjq6cpbxl,wiki_weapons,mentions,mention,{}
17f69bfa759l0i1uwfa0yrdvzcov1i,wiki_bosses,mentions,mention,{}
17f69a48308l0i1ux3rigvv37tx84f,wiki_miquella,mentions,mention,{}
17f69dbf58cl0i1ux7vft8wsk6ejbb,17f69cd42f7l0i2ol82u1cg8l2ia3d,mentions,mention,{}
17f69dbf58cl0i1ux7vft8wsk6ejbb,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f69dbf58cl0i1ux7vft8wsk6ejbb,17f6974b8aal0i2oq6qbzsegb120iw,mentions,mention,{}
17f69dbf58cl0i1ux7vft8wsk6ejbb,17f697240ecl0i1ul21nevug9wq54e,mentions,mention,{}
17f69dbf58cl0i1ux7vft8wsk6ejbb,17f69160ac9l0hynthagycs7dr7gq7,mentions,mention,{}
17f69dbf58cl0i1ux7vft8wsk6ejbb,wiki_crumbling_farum_azula,mentions,mention,{}
17f699a40dfl0i1ux9v66kv7dyxcqx,wiki_poison,mentions,mention,{}
17f69e11c75l0i1uxa6gb2wpb12ipb,17f69a00a08l0i2mvsxha1qmkpwnqb,mentions,mention,{}
17f69e11c75l0i1uxa6gb2wpb12ipb,wiki_locations,mentions,mention,{}
17f69e11c75l0i1uxa6gb2wpb12ipb,wiki_stats,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,17f69c19b1al0i1p77ig6czaoxosd,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,17f69644c82l0i1uw7sqlk2v4b6bfg,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,wiki_cave_of_the_forlorn,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,wiki_runes,mentions,mention,{}
17f698a5648l0i1uxs5sk4eq7dy3vh,wiki_items,mentions,mention,{}
17f697f4363l0i1uy2tk9e7g2jqcu,wiki_miquella,mentions,mention,{}
17f69a3b2f2l0i1uy2usy0fea155ms,17f697500cal0i1v2hh14qewvbrwrn,mentions,mention,{}
17f69a3b2f2l0i1uy2usy0fea155ms,wiki_deeproot_depths,mentions,mention,{}
17f69d3101al0i1uyefex03ulrqazi,17f69bfa759l0i1uwfa0yrdvzcov1i,mentions,mention,{}
17f69d3101al0i1uyefex03ulrqazi,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69d237f0l0i1uytr06ed4gz92qdj,wiki_bosses,mentions,mention,{}
17f69d237f0l0i1uytr06ed4gz92qdj,wiki_sorceries,mentions,mention,{}
17f6963b02cl0i1uyzthmeyyq45wna,wiki_bosses,mentions,mention,{}
17f6963b02cl0i1uyzthmeyyq45wna,wiki_caelid,mentions,mention,{}
17f6963b02cl0i1uyzthmeyyq45wna,wiki_runes,mentions,mention,{}
17f6963b02cl0i1uyzthmeyyq45wna,wiki_items,mentions,mention,{}
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,17f696b2b4al0i1p8ly2eaf2vbepd6,mentions,mention,{}
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,wiki_bosses,mentions,mention,{}
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,wiki_the_lands_between,mentions,mention,{}
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,wiki_flails,mentions,mention,{}
17f69a6c3fcl0i1uyzw7a7ssn0qlpp,wiki_halberds,mentions,mention,{}
17f69a1be26l0i1uz1kl2dyuibof4d,17f696874a9l0i2mkds3uzk8ol689w,mentions,mention,{}
17f69a1be26l0i1uz1kl2dyuibof4d,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69a36cf8l0i1uz6gmzy0dr777k,17f69b85929l0i1ukc4l2up7yp9v0i,mentions,mention,{}
17f699438b8l0i1uze1493a9h5ipk3,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f699438b8l0i1uze1493a9h5ipk3,wiki_armor,mentions,mention,{}
17f699438b8l0i1uze1493a9h5ipk3,wiki_misbegotten_warrior,mentions,mention,{}
17f699ad704l0i1uzmqfup4jxyto7,17f69b5132al0i2mvbu1p0fqlhzbjb,mentions,mention,{}
17f699ad704l0i1uzmqfup4jxyto7,wiki_consecrated_snowfield,mentions,mention,{}
17f699ad704l0i1uzmqfup4jxyto7,wiki_grave_warden_duelist,mentions,mention,{}
17f699ad704l0i1uzmqfup4jxyto7,wiki_strength,mentions,mention,{}
17f69cfaee3l0i1uzongoyxg1dptid,17f69eff01al0i2oqjvfu73rchcwbv,mentions,mention,{}
17f69cfaee3l0i1uzongoyxg1dptid,wiki_the_lands_between,mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,17f69a22461l0i1pcneoqys4gxbav,mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,17f69ddef68l0i2olcp6li59r4nce2,mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,17f6998a6eel0i2omw40wiu6ms1t9nd,mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,17f69d9a072l0i2org49ab76ad6ehn,mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,"wiki_godfrey,_first_elden_lord",mentions,mention,{}
17f69bc8bd6l0i1v03619u4s9j9ql,wiki_the_lands_between,mentions,mention,{}
17f6992c3e3l0i1v0af3d14p4dcgzx,wiki_raya_lucaria_academy,mentions,mention,{}
17f6992c3e3l0i1v0af3d14p4dcgzx,wiki_sorceries,mentions,mention,{}
17f69cf967fl0i1v0cmt73nix34p0c,wiki_runes,mentions,mention,{}
17f69cf967fl0i1v0cmt73nix34p0c,wiki_items,mentions,mention,{}
17f69cf967fl0i1v0cmt73nix34p0c,wiki_sorceries,mentions,mention,{}
17f69ae5092l0i1v0k714w3s2jz8tj,17f69590896l0i1ul0hnmor8iyf9xd,mentions,mention,{}
17f69ae5092l0i1v0k714w3s2jz8tj,wiki_hallowhorn_grounds,mentions,mention,{}
17f69ae5092l0i1v0k714w3s2jz8tj,"wiki_nokron,_eternal_city",mentions,mention,{}
17f69b19e80l0i1v0x2eima4yhdbd,17f6967c4f3l0i1p3l1xull5qamw2,mentions,mention,{}
17f69b19e80l0i1v0x2eima4yhdbd,17f696fcc61l0i2mesvptc01pvt2k,mentions,mention,{}
17f69b19e80l0i1v0x2eima4yhdbd,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69b19e80l0i1v0x2eima4yhdbd,wiki_sorceries,mentions,mention,{}
17f69b19e80l0i1v0x2eima4yhdbd,wiki_three_sisters,mentions,mention,{}
17f69de0562l0i1v105zzs817wea9m,wiki_poison,mentions,mention,{}
17f69de0562l0i1v105zzs817wea9m,wiki_runes,mentions,mention,{}
17f69de0562l0i1v105zzs817wea9m,wiki_items,mentions,mention,{}
17f699179aal0i1v13n497m1yhps2s,17f69a6e7bal0i2mbxtdxxdlkbn228,mentions,mention,{}
17f696d979al0i1v1775oof02bi8oh,wiki_volcano_manor,mentions,mention,{}
17f69ca8b2al0i1v1pg987jdl4cd68,17f6996fdcdl0i2oog5491c2w2vvca,mentions,mention,{}
17f6982dbf7l0i1v1r3i4p5cy7kvcs,17f69e77e65l0i2mam30d45d317ze1a,mentions,mention,{}
17f6982dbf7l0i1v1r3i4p5cy7kvcs,wiki_armor,mentions,mention,{}
17f6987c932l0i1v1t55h6j6fm1l83,wiki_runes,mentions,mention,{}
17f6987c932l0i1v1t55h6j6fm1l83,wiki_items,mentions,mention,{}
17f69dc74fdl0i1v1wz3qrzn19aps8,17f69c84fbal0i2mmf3h8h45isx18a,mentions,mention,{}
17f69dc74fdl0i1v1wz3qrzn19aps8,wiki_altus_plateau,mentions,mention,{}
17f69dc74fdl0i1v1wz3qrzn19aps8,wiki_caelid,mentions,mention,{}
17f69dc74fdl0i1v1wz3qrzn19aps8,wiki_demigods,mentions,mention,{}
17f69dc74fdl0i1v1wz3qrzn19aps8,wiki_scarlet_rot,mentions,mention,{}
17f6968dcfal0i1v1y8dnaop27j5qg,17f69c37b1fl0i2manq5puf8m7lj6,mentions,mention,{}
17f6968dcfal0i1v1y8dnaop27j5qg,wiki_bosses,mentions,mention,{}
17f6968dcfal0i1v1y8dnaop27j5qg,wiki_limgrave,mentions,mention,{}
17f69621aadl0i1v2f5fkvee5z6719,17f69561a93l0i1zn82gmca4ahwx1j,mentions,mention,{}
17f69621aadl0i1v2f5fkvee5z6719,wiki_the_lands_between,mentions,mention,{}
17f697500cal0i1v2hh14qewvbrwrn,wiki_weapons,mentions,mention,{}
17f697500cal0i1v2hh14qewvbrwrn,wiki_dexterity,mentions,mention,{}
17f6992d42bl0i1v2mmti9t0qkl5yj,17f696b2b4al0i1p8ly2eaf2vbepd6,mentions,mention,{}
17f6992d42bl0i1v2mmti9t0qkl5yj,17f69625d6el0i1upqw478c5kvsjv3,mentions,mention,{}
17f6992d42bl0i1v2mmti9t0qkl5yj,wiki_armor,mentions,mention,{}
17f6992d42bl0i1v2mmti9t0qkl5yj,wiki_bosses,mentions,mention,{}
17f6992d42bl0i1v2mmti9t0qkl5yj,wiki_the_lands_between,mentions,mention,{}
17f6992d42bl0i1v2mmti9t0qkl5yj,wiki_halberds,mentions,mention,{}
17f696e0685l0i0nblzy58h0qvewk,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f696e0685l0i0nblzy58h0qvewk,17f6996fdcdl0i2oog5491c2w2vvca,mentions,mention,{}
17f69515b49l0i0nbno079cqzlskebf,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f69515b49l0i0nbno079cqzlskebf,17f6996fdcdl0i2oog5491c2w2vvca,mentions,mention,{}
17f69515b49l0i0nbno079cqzlskebf,wiki_armor,mentions,mention,{}
17f69751613l0i0nbp9nsdqjza4rxf,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f69751613l0i0nbp9nsdqjza4rxf,17f6996fdcdl0i2oog5491c2w2vvca,mentions,mention,{}
17f69b8efedl0i0nbtfdfkxtl7iqc,wiki_armor,mentions,mention,{}
17f697ac6cal0i0nbwibax7uqbwu4d,17f692d6b5al0i0nbvb3a2bhklmel9,mentions,mention,{}
17f6984f152l0i0nc38cztqhxqc6rw,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f6984f152l0i0nc38cztqhxqc6rw,17f6996fdcdl0i2oog5491c2w2vvca,mentions,mention,{}
17f69965516l0i0ndhqx8pi2kbhe8d,wiki_raya_lucaria_academy,mentions,mention,{}
17f69ba0a8al0i0ndi7y4hl33hny4,17f6935585fl0i0ne8s2gcl84asvoi,mentions,mention,{}
17f69ba0a8al0i0ndi7y4hl33hny4,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f69ba0a8al0i0ndi7y4hl33hny4,wiki_armor,mentions,mention,{}
17f694e487fl0i0ndlkf15nkhfpgah,17f696dc24el0i0ndj4er6v25jkwqd,mentions,mention,{}
17f694178c9l0i0ndn4e10pcg63tee,wiki_armor,mentions,mention,{}
17f696d739fl0i0ndpwqkk3g89lpk,17f69bb7d32l0i1ou85ft99zwecdel,mentions,mention,{}
17f696d739fl0i0ndpwqkk3g89lpk,17f69bd3c06l0i1ulx2jxbiogta1i,mentions,mention,{}
17f696d739fl0i0ndpwqkk3g89lpk,17f698de927l0i0o1zhdlr6n70nh1,mentions,mention,{}
17f696d739fl0i0ndpwqkk3g89lpk,17f69c9bfc8l0i2sze3h5gawcr577p,mentions,mention,{}
17f696d739fl0i0ndpwqkk3g89lpk,wiki_armor,mentions,mention,{}
17f69391b3bl0i0ndt4c0it6kwlyag,wiki_armor,mentions,mention,{}
17f6935585fl0i0ne8s2gcl84asvoi,wiki_armor,mentions,mention,{}
17f6937143al0i0neejcyw9x5dlcff,17f69bb7d32l0i1ou85ft99zwecdel,mentions,mention,{}
17f6937143al0i0neejcyw9x5dlcff,17f696d739fl0i0ndpwqkk3g89lpk,mentions,mention,{}
17f6937143al0i0neejcyw9x5dlcff,wiki_armor,mentions,mention,{}
17f694aa574l0i0nfrfjfovdfsmoob,wiki_armor,mentions,mention,{}
17f6930b5f4l0i0nfs4e48erx5y37e,17f69756830l0i0nfv30b2rsq1b3p5,mentions,mention,{}
17f6930b5f4l0i0nfs4e48erx5y37e,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f6930b5f4l0i0nfs4e48erx5y37e,wiki_armor,mentions,mention,{}
17f6930b5f4l0i0nfs4e48erx5y37e,wiki_bloodhound_knight,mentions,mention,{}
17f695d4d39l0i0nfv30z1i34pnvzqf,17f6974b8aal0i2oq6qbzsegb120iw,mentions,mention,{}
17f695d4d39l0i0nfv30z1i34pnvzqf,wiki_armor,mentions,mention,{}
17f69756830l0i0nfv30b2rsq1b3p5,wiki_armor,mentions,mention,{}
17f69756830l0i0nfv30b2rsq1b3p5,wiki_bloodhound_knight,mentions,mention,{}
17f6978a0d3l0i0nfv5cv59797t18,wiki_armor,mentions,mention,{}
17f6960eae6l0i0nfy8iinlzz27,17f6974b8aal0i2oq6qbzsegb120iw,mentions,mention,{}
17f6960eae6l0i0nfy8iinlzz27,wiki_armor,mentions,mention,{}
17f69b8ac34l0i0ng1cl9m395exm9,17f69470de4l0i0ng3qcwe0r963svq,mentions,mention,{}
17f69b8ac34l0i0ng1cl9m395exm9,wiki_armor,mentions,mention,{}
17f69470de4l0i0ng3qcwe0r963svq,wiki_armor,mentions,mention,{}
17f69afe5b2l0i0nhch0j37nxu532xb,17f69894502l0i0ntxkt2y5dhjdl7p,mentions,mention,{}
17f69afe5b2l0i0nhch0j37nxu532xb,wiki_armor,mentions,mention,{}
17f69a0b826l0i0nhemarkphpvbzxt,17f69bd3117l0i0nhi5aujkgurxk7s,mentions,mention,{}
17f69a0b826l0i0nhemarkphpvbzxt,wiki_armor,mentions,mention,{}
17f6971b296l0i0nhfp8qwuekeaesn,wiki_armor,mentions,mention,{}
17f69bd3117l0i0nhi5aujkgurxk7s,17f695cb903l0i1uqqf40ik8th6wqw,mentions,mention,{}
17f69bd3117l0i0nhi5aujkgurxk7s,wiki_armor,mentions,mention,{}
17f697f035fl0i0nhj9wfzbt4cchj,17f6971b296l0i0nhfp8qwuekeaesn,mentions,mention,{}
17f697f035fl0i0nhj9wfzbt4cchj,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f697f035fl0i0nhj9wfzbt4cchj,wiki_armor,mentions,mention,{}
17f69a89e68l0i0nhk83o7u0bpk91k,wiki_armor,mentions,mention,{}
17f69a8a3f0l0i0nhqn02vvk1xgq65q,wiki_armor,mentions,mention,{}
17f69396920l0i0nhqr4mk5q440elb,wiki_armor,mentions,mention,{}
17f69be686fl0i0nizg2fcjv8u31em,wiki_the_lands_between,mentions,mention,{}
17f69aaa630l0i0nj3bpfc2hdtz6bd,17f69574f29l0i0nj8lj0vaeprdgq,mentions,mention,{}
17f69aaa630l0i0nj3bpfc2hdtz6bd,wiki_armor,mentions,mention,{}
17f69574f29l0i0nj8lj0vaeprdgq,17f69563d15l0i1umhb4am3xzuib3g,mentions,mention,{}
17f69574f29l0i0nj8lj0vaeprdgq,wiki_armor,mentions,mention,{}
17f69bf382el0i0njdautt61bo7uj,wiki_the_lands_between,mentions,mention,{}
17f69804d5fl0i0njgjdpbczm2va3d,17f69854218l0i0njgqjqpsw5xkvfa,mentions,mention,{}
17f69804d5fl0i0njgjdpbczm2va3d,wiki_armor,mentions,mention,{}
17f69854218l0i0njgqjqpsw5xkvfa,17f69894502l0i0ntxkt2y5dhjdl7p,mentions,mention,{}
17f69854218l0i0njgqjqpsw5xkvfa,17f690b63a9l0hynvpzqrouoa3uwo,mentions,mention,{}
17f69854218l0i0njgqjqpsw5xkvfa,wiki_armor,mentions,mention,{}
17f69854218l0i0njgqjqpsw5xkvfa,wiki_the_lands_between,mentions,mention,{}
17f69854218l0i0njgqjqpsw5xkvfa,wiki_two_fingers,mentions,mention,{}
17f695d1369l0i0njkocj642d4zzl,wiki_the_lands_between,mentions,mention,{}
17f694d25a9l0i0njnlc9axlanhtan,17f69e0ee62l0i2op8mg1tq4mnfjjb,mentions,mention,{}
17f694d25a9l0i0njnlc9axlanhtan,wiki_volcano_manor,mentions,mention,{}
17f69c07710l0i0nkbcxuu9u5cmd9,17f69a6fae3l0i1uq63au7m71cs8mh,mentions,mention,{}
17f69c07710l0i0nkbcxuu9u5cmd9,wiki_chest_armor,mentions,mention,{}
17f69c07710l0i0nkbcxuu9u5cmd9,wiki_armor,mentions,mention,{}
17f69c07710l0i0nkbcxuu9u5cmd9,wiki_incantations,mentions,mention,{}
17f69c07710l0i0nkbcxuu9u5cmd9,wiki_strength,mentions,mention,{}
17f694aeec6l0i0nlb2yczejblw3fs,17f69a6fae3l0i1uq63au7m71cs8mh,mentions,mention,{}
17f694aeec6l0i0nlb2yczejblw3fs,wiki_armor,mentions,mention,{}
17f694aeec6l0i0nlb2yczejblw3fs,wiki_incantations,mentions,mention,{}
17f694aeec6l0i0nlb2yczejblw3fs,wiki_strength,mentions,mention,{}
17f6977b703l0i0nlg5t37m2ncrcgg,17f69c07710l0i0nkbcxuu9u5cmd9,mentions,mention,{}
17f6977b703l0i0nlg5t37m2ncrcgg,wiki_armor,mentions,mention,{}
17f6962d71bl0i0nlgnf87vzelcqvb,17f694aeec6l0i0nlb2yczejblw3fs,mentions,mention,{}
17f6962d71bl0i0nlgnf87vzelcqvb,wiki_armor,mentions,mention,{}
17f696e2a6el0i0nlhjp412cuyw1b,wiki_armor,mentions,mention,{}
17f696e2a6el0i0nlhjp412cuyw1b,wiki_raya_lucaria_academy,mentions,mention,{}
17f69ad695cl0i0nlk7zosw17m45i,wiki_armor,mentions,mention,{}
17f69ad695cl0i0nlk7zosw17m45i,wiki_raya_lucaria_academy,mentions,mention,{}
17f69924cd5l0i0nlqxpvm0jwhqpqq,17f69ad695cl0i0nlk7zosw17m45i,mentions,mention,{}
17f69924cd5l0i0nlqxpvm0jwhqpqq,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f69924cd5l0i0nlqxpvm0jwhqpqq,wiki_armor,mentions,mention,{}
17f696d7404l0i0nn7va4d6abbcotb,wiki_armor,mentions,mention,{}
17f699b9043l0i0nn83d0h57urk7fk,17f696d7404l0i0nn7va4d6abbcotb,mentions,mention,{}
17f699b9043l0i0nn83d0h57urk7fk,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f699b9043l0i0nn83d0h57urk7fk,wiki_armor,mentions,mention,{}
17f69909573l0i0nn85bvv7mliw69r,17f69862df3l0i0nlxyv0dkfqf5tj,mentions,mention,{}
17f69909573l0i0nn85bvv7mliw69r,17f6939021el0i0ny8nszn1fqncah,mentions,mention,{}
17f6973b5c4l0i0nnb11yezcgr5rfzi,17f693e09b8l0i0nndffutsb6b4e8k,mentions,mention,{}
17f6973b5c4l0i0nnb11yezcgr5rfzi,wiki_armor,mentions,mention,{}
17f693e09b8l0i0nndffutsb6b4e8k,wiki_armor,mentions,mention,{}
17f69798ccbl0i0nnfvcte1t2jfs1b,wiki_roundtable_hold,mentions,mention,{}
17f6990e711l0i0nnhe1vsvmoy5cxi,wiki_armor,mentions,mention,{}
17f693c8f84l0i0nnir4iotp5rvfb3,wiki_armor,mentions,mention,{}
17f69809c2cl0i0np1gybgyzscj0p,17f69798ccbl0i0nnfvcte1t2jfs1b,mentions,mention,{}
17f692d489al0i0np20nfmvw8ku9t,17f69b9d0d3l0i0np1ewinq79w2phd,mentions,mention,{}
17f69745003l0i0np2q18wxhgem49z,"wiki_margit,_the_fell_omen",mentions,mention,{}
17f6947679al0i0np87exprtde60f,wiki_armor,mentions,mention,{}
17f697bc348l0i0npao8lh55tj2dwt,17f69a076eel0i0npawdixarnezf9r,mentions,mention,{}
17f69a076eel0i0npawdixarnezf9r,wiki_two_fingers,mentions,mention,{}
17f69b6df92l0i0npbev39ka5gaueh,17f69632226l0hyo91iqbjmg4xbw1,mentions,mention,{}
17f69b6df92l0i0npbev39ka5gaueh,wiki_armor,mentions,mention,{}
17f69b6df92l0i0npbev39ka5gaueh,wiki_roundtable_hold,mentions,mention,{}
17f692e48a9l0i0nq4invtcj4xoxg,17f69b6df92l0i0npbev39ka5gaueh,mentions,mention,{}
17f692e48a9l0i0nq4invtcj4xoxg,wiki_armor,mentions,mention,{}
17f695e41e2l0i0nqlnzqhrds6de4,wiki_armor,mentions,mention,{}
17f69ac51bfl0i0nqnn5hwqbyhej9f,17f695e41e2l0i0nqlnzqhrds6de4,mentions,mention,{}
17f69ac51bfl0i0nqnn5hwqbyhej9f,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f69ac51bfl0i0nqnn5hwqbyhej9f,wiki_armor,mentions,mention,{}
17f698fce7fl0i0nqodwfje5g7qdem,wiki_armor,mentions,mention,{}
17f69ad1925l0i0nqpxhwptd5dkycf,17f6953f0d5l0i1uthl5j30bc50wdo,mentions,mention,{}
17f69ad1925l0i0nqpxhwptd5dkycf,wiki_armor,mentions,mention,{}
17f697838dbl0i0nqpyyrpkl1polw,17f69a53534l0i2ooknu8c8fgegqyk,mentions,mention,{}
17f697838dbl0i0nqpyyrpkl1polw,17f69814439l0i1uuifby3b0bn9gs,mentions,mention,{}
17f697838dbl0i0nqpyyrpkl1polw,17f6962911el0hyo4s02nf0ie24nvc,mentions,mention,{}
17f697838dbl0i0nqpyyrpkl1polw,wiki_strength,mentions,mention,{}
17f6983f317l0i0nqr76b932gq1eoj,17f698fce7fl0i0nqodwfje5g7qdem,mentions,mention,{}
17f6983f317l0i0nqr76b932gq1eoj,wiki_armor,mentions,mention,{}
17f693c5636l0i0nqs80ibau41zw46,wiki_armor,mentions,mention,{}
17f69708cd7l0i0nqs88hzvrpj80p7,wiki_armor,mentions,mention,{}
17f6975d8a6l0i0nr44oj398jnk4qd,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f6975d8a6l0i0nr44oj398jnk4qd,wiki_armor,mentions,mention,{}
17f69843734l0i0nrk3pzlcqfpqsj,17f69d9a072l0i2org49ab76ad6ehn,mentions,mention,{}
17f69587918l0i0nrw5hhe7jpirj1l,17f69a53534l0i2ooknu8c8fgegqyk,mentions,mention,{}
17f697b1dc8l0i0nrz9dme9tiyu7a,wiki_armor,mentions,mention,{}
17f697b1dc8l0i0nrz9dme9tiyu7a,wiki_miquella,mentions,mention,{}
17f69543723l0i0nrzqwqnk37jx86q,17f6936f1b2l0i0nrszrfarx7jjsn,mentions,mention,{}
17f693542bdl0i0ns0zp2tfb88ycs8,wiki_armor,mentions,mention,{}
17f69862c2dl0i0ns8mbesz9lp03d,17f69aa268al0i1zj0rfdsne7y1g1w,mentions,mention,{}
17f69862c2dl0i0ns8mbesz9lp03d,wiki_fire_damage,mentions,mention,{}
17f69929f49l0i0ns9wsqy4m97c0fp,17f693542bdl0i0ns0zp2tfb88ycs8,mentions,mention,{}
17f69929f49l0i0ns9wsqy4m97c0fp,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f69929f49l0i0ns9wsqy4m97c0fp,wiki_armor,mentions,mention,{}
17f69317737l0i0nt25yag7pvs80be,wiki_armor,mentions,mention,{}
17f6982714el0i0nt70cm2pr5h4jhe,17f697006efl0i0nsgci74miib1qwe,mentions,mention,{}
17f69abd677l0i0ntbpaq2bpd1xvtv,wiki_armor,mentions,mention,{}
17f69abd677l0i0ntbpaq2bpd1xvtv,wiki_volcano_manor,mentions,mention,{}
17f69a7b122l0i0ntcckeer2ct3dv,wiki_armor,mentions,mention,{}
17f69503212l0i0nte4011gmp66g3jz,wiki_armor,mentions,mention,{}
17f69a4d9f6l0i0ntecg0c1cz59ipm,17f6998a6eel0i2omw40wiu6ms1t9nd,mentions,mention,{}
17f69a4d9f6l0i0ntecg0c1cz59ipm,wiki_raya_lucaria_academy,mentions,mention,{}
17f69a4d9f6l0i0ntecg0c1cz59ipm,wiki_sleep,mentions,mention,{}
17f697169b9l0i0nteof8bmo9j5jgl,wiki_armor,mentions,mention,{}
17f698879e4l0i0ntflgv6ht3fsl6t,wiki_armor,mentions,mention,{}
17f698879e4l0i0ntflgv6ht3fsl6t,wiki_madness,mentions,mention,{}
17f699aeee7l0i0nthxam2x800a5c,wiki_armor,mentions,mention,{}
17f695ed415l0i0ntif92akzx0ovmm,wiki_raya_lucaria_academy,mentions,mention,{}
17f69894502l0i0ntxkt2y5dhjdl7p,wiki_chest_armor,mentions,mention,{}
17f69894502l0i0ntxkt2y5dhjdl7p,wiki_armor,mentions,mention,{}
17f69b3d13al0i0nugmba2ouxg19qb,wiki_armor,mentions,mention,{}
17f69b0d53fl0i0nujjyrjjg524xor,wiki_armor,mentions,mention,{}
17f6970f215l0i0nujl52kn31cm8jm,17f69503212l0i0nte4011gmp66g3jz,mentions,mention,{}
17f6970f215l0i0nujl52kn31cm8jm,17f69b968e9l0i0nuk291h2knlgiqv,mentions,mention,{}
17f6970f215l0i0nujl52kn31cm8jm,wiki_armor,mentions,mention,{}
17f69b968e9l0i0nuk291h2knlgiqv,wiki_armor,mentions,mention,{}
17f69669128l0i0nuklvpxe21yb3kp,wiki_armor,mentions,mention,{}
17f69669128l0i0nuklvpxe21yb3kp,wiki_lionel_the_lionhearted,mentions,mention,{}
17f69b02356l0i0nul0mkz8nbq4rqj,17f697f4363l0i1uy2tk9e7g2jqcu,mentions,mention,{}
