node_id,node_type,name,description,source,metadata,community,centrality
17f69a09a71l0i0oarrl7u2hkrar9p,armor,Exile Gauntlets,Damaged iron gauntlets. Worn by soldiers sent to the penal colonies.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69a09a71l0i0oarrl7u2hkrar9p.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 1}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 8}, {""name"": ""Robustness"", ""amount"": 17}, {""name"": ""Focus"", ""amount"": 6}, {""name"": ""Vitality"", ""amount"": 4}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 2.9}",148,0.0
17f695372c3l0i0oarsspg4ejbh4x,armor,Fingerprint Gauntlets,"Iron gauntlets singed and blistered by fingers. Worn by Vyke, knight of the Roundtable Hold. No other Tarnished was closer to the throne of the Elden Lord than Vyke. But without announcement, Vyke traveled far below the capital, and was scorched by the flame of frenzy. Did he make his choice for his maiden, or did some other force lure him with suggestion?",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f695372c3l0i0oarsspg4ejbh4x.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 20}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 3.5}",148,0.00032441069496726225
17f69932fbdl0i0oaxc7lwu7prd3kd,armor,Godrick Soldier Gauntlets,Gauntlets worn by soldiers loyal to Godrick the Grafted. Rust-worn and stained through unending conflict.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69932fbdl0i0oaxc7lwu7prd3kd.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Physical"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.5}",199,0.0
17f69adc730l0i0oayoby83p8xiwnl,armor,Fire Prelate Gauntlets,"Black iron gauntlets with the appearance of flames. Attire of the Fire Prelates, commanders of the Fire Monks.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69adc730l0i0oayoby83p8xiwnl.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 4}, {""name"": ""Strike"", ""amount"": 4}, {""name"": ""Slash"", ""amount"": 4}, {""name"": ""Pierce"", ""amount"": 4}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 5}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 22}, {""name"": ""Robustness"", ""amount"": 21}, {""name"": ""Focus"", ""amount"": 30}, {""name"": ""Vitality"", ""amount"": 17}, {""name"": ""Poise"", ""amount"": 9}], ""weight"": 8.2}",148,0.0
17f69552966l0i0oazfa77xdvanncu,armor,Godskin Apostle Bracelets,Black bracelets of the Godskin Apostles.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69552966l0i0oazfa77xdvanncu.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 1}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 17}, {""name"": ""Robustness"", ""amount"": 8}, {""name"": ""Focus"", ""amount"": 28}, {""name"": ""Vitality"", ""amount"": 25}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.1}",152,0.0
17f69654affl0i0oc85nksgx9drm8,armor,Highwayman Gauntlets,Hideously stained and dented gauntlets. Worn by former foot soldiers who have turned to banditry.,api,"{""image"": null, ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 19}, {""name"": ""Robustness"", ""amount"": 12}, {""name"": ""Focus"", ""amount"": 17}, {""name"": ""Vitality"", ""amount"": 17}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.6}",306,0.0
17f6945fca2l0i0ocbqlthlf2ve9ng,armor,Godskin Noble Bracelets,"Black bracelets of the Godskin Nobles. Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f6945fca2l0i0ocbqlthlf2ve9ng.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""StrEldenike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 14}, {""name"": ""Robustness"", ""amount"": 8}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 25}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 1.7}",152,0.0
17f69823d53l0i0occko5j66qlc4tm,armor,Haligtree Gauntlets,Gauntlets worn by soldiers sworn to the Haligtree. Rust-worn and stained through unending conflict.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69823d53l0i0occko5j66qlc4tm.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Str"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 3.5}",307,0.0
17f69c275c9l0i0ocdyuhcyebjccc,armor,Haligtree Knight Gauntlets,Gauntlets worn by knights sworn to the Haligtree. Time has yet to dull their luster.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69c275c9l0i0ocdyuhcyebjccc.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 3}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 19}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",308,0.0
17f69633e9el0i0ocfz1gvzw0dagvj,armor,Hoslow's Gauntlets,Garish silver gauntlets decorated with red embellishments. Passed down through the Hoslow family.,api,"{""image"": null, ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 13}, {""name"": ""Robustness"", ""amount"": 20}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",309,0.0
17f6956de05l0i0ocg5j3bh9loxbym,armor,Kaiden Gauntlets,Gauntlets worn by Kaiden sellswords.,api,"{""image"": null, ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 1}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 8}, {""name"": ""Robustness"", ""amount"": 15}, {""name"": ""Focus"", ""amount"": 6}, {""name"": ""Vitality"", ""amount"": 6}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 2.9}",310,0.0
17f69421b99l0i0ocgf1zewmzfqhb5,armor,Iron Gauntlets,Ordinary iron gauntlets.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69421b99l0i0ocgf1zewmzfqhb5.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 8}, {""name"": ""Robustness"", ""amount"": 15}, {""name"": ""Focus"", ""amount"": 6}, {""name"": ""Vitality"", ""amount"": 4}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 2.9}",148,0.0032951306246838284
17f6978cc9el0i0ochs0lykeqg1oay9,armor,Gold Bracelets,Bracelets made in the image of Erdtree branches. Minimal adornments made my Lord Goldmask's disciples. Those disciples have long since left him.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f6978cc9el0i0ochs0lykeqg1oay9.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 0}, {""name"": ""Slash"", ""amount"": 0}, {""name"": ""Pierce"", ""amount"": 0}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 13}, {""name"": ""Robustness"", ""amount"": 4}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 20}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 0.8}",81,0.0
17f69a01c9cl0i0oci9vixulbuoexe,armor,Guardian Bracers,Engraved golden bracers. Worn by the guardians of the Minor Erdtree.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69a01c9cl0i0oci9vixulbuoexe.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 25}, {""name"": ""Robustness"", ""amount"": 17}, {""name"": ""Focus"", ""amount"": 20}, {""name"": ""Vitality"", ""amount"": 19}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.9}",311,0.0
17f695058d7l0i0ocivy48k7k9l11k,armor,Golden Prosthetic,Golden prosthetic forged using ancient techniques,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f695058d7l0i0ocivy48k7k9l11k.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 1}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 15}, {""name"": ""Robustness"", ""amount"": 8}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 25}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 2.8}",312,0.0
17f69adf4c2l0i0odlid8lejwstaeu,armor,Knight Gauntlets,"Iron gauntlets of an unknown knight. It is made of thin iron plate. Such metal armor is heavy, but provides considerable damage negation.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69adf4c2l0i0odlid8lejwstaeu.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 9}, {""name"": ""Robustness"", ""amount"": 17}, {""name"": ""Focus"", ""amount"": 6}, {""name"": ""Vitality"", ""amount"": 6}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.5}",148,0.0014218688575847983
17f69647ef1l0i0odt2cfmif5045ua,armor,Land Of Reeds Gauntlets,Gauntlets wrapped in tough leather. Worn by the warriors of the Land of Reeds,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69647ef1l0i0odt2cfmif5045ua.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 20}, {""name"": ""Robustness"", ""amount"": 17}, {""name"": ""Focus"", ""amount"": 17}, {""name"": ""Vitality"", ""amount"": 18}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.8}",313,0.0
17f695c3ff9l0i0odvnq2v5kiezuxo,armor,Lusat's Manchettes,"Manchettes corroded by blue glintstones. Worn by Lusat, primeval current sorcerer.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f695c3ff9l0i0odvnq2v5kiezuxo.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 0}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 0}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 6}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 22}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 1.1}",314,0.0
17f69345295l0i0odvo3gukydx02yf,armor,Maliketh's Gauntlets,"Beast's gauntlets made of black iron and decorated with gold. Worn by Maliketh the Black Blade. Maliketh, Queen Marika's loyral half-brother, bore a blade imbued with Destined Death, and there was not one demigod who did not fear him. Champions knew what was at stake. Indeed, that is what made them champions",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69345295l0i0odvo3gukydx02yf.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 19}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 17}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 4.3}",197,1.5848297706037656e-05
17f69743431l0i0odwtjw9ktch75jr,armor,Leyndell Soldier Gauntlets,Gauntlets worn by soldiers sworn to defend the royal capital of Leyndell. Rust-worn and stained through unending conflict.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69743431l0i0odwtjw9ktch75jr.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.5}",315,0.0
17f698690e2l0i0odxho9jo3dx4m2t,armor,Leather Gloves,"Lightweight and battle-proven leather gloves worn by a savvy soldier. Many admire the wearer of this armor for his chivalrous and forthright spirit. Leather Gloves are Gauntlets in Elden Ring. Leather Gloves are part of the Leather Set Armor Set, and are a Lightweight arms armor that does not offer much in the way of protection, but provides Magical defenses. Leather Gloves is an armor piece that protect both of the player's arms by applying various defensive properties, It also changes the appearance as well when it is equipped. Some armor pieces may be available to both genders but may be slightly different for male and female characters.",merged,"{""image"": null, ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 20}, {""name"": ""Robustness"", ""amount"": 12}, {""name"": ""Focus"", ""amount"": 14}, {""name"": ""Vitality"", ""amount"": 17}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.4, ""Dmg Negation Phy 1.9 VS Strike 2.3 VS Slash 1.9 VS Pierce 2.1 Magic 2.3 Fire 2.3 Ligt 2.5 Holy 2.5"": ""Resistance Immunity 20 Robustness 12 Focus 14 Vitality 17 Poise 3"", ""Gauntlets"": ""Wgt. 2.4"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Leather+Gloves""}",17,0.0008919386881961956
17f69654184l0i0odyh0dtdavp394v,armor,Lionel's Gauntlets,Founded iron gauntlets.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69654184l0i0odyh0dtdavp394v.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 4}, {""name"": ""Strike"", ""amount"": 4}, {""name"": ""Slash"", ""amount"": 4}, {""name"": ""Pierce"", ""amount"": 5}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 21}, {""name"": ""Robustness"", ""amount"": 33}, {""name"": ""Focus"", ""amount"": 14}, {""name"": ""Vitality"", ""amount"": 17}, {""name"": ""Poise"", ""amount"": 8}], ""weight"": 7.1}",148,0.0
